TimeSeries ID,request_count.cloud_run_revision.ALIGN_RATE.REDUCE_SUM.metric.type="run.googleapis.com/request_count" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization" AND resource.labels."service_name"="ollama-gemma".60s.project_id:llm-workload-characterization.response_code_class:2xx,request_count.cloud_run_revision.ALIGN_RATE.REDUCE_SUM.metric.type="run.googleapis.com/request_count" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization" AND resource.labels."service_name"="ollama-gemma".60s.project_id:llm-workload-characterization.response_code_class:5xx
response_code_class,2xx,5xx
project_id,llm-workload-characterization,llm-workload-characterization
Fri May 23 2025 16:40:00 GMT+0300 (GMT+03:00),0.45,0
Fri May 23 2025 16:41:00 GMT+0300 (GMT+03:00),0.43333333333333335,0
Fri May 23 2025 16:42:00 GMT+0300 (GMT+03:00),0.45,0
Fri May 23 2025 16:43:00 GMT+0300 (GMT+03:00),0.8666666666666667,0.3333333333333333
Fri May 23 2025 16:44:00 GMT+0300 (GMT+03:00),8.983333333333333,5.016666666666667
Fri May 23 2025 16:45:00 GMT+0300 (GMT+03:00),0.5833333333333334,0
Fri May 23 2025 16:46:00 GMT+0300 (GMT+03:00),0.38333333333333336,0
Fri May 23 2025 16:47:00 GMT+0300 (GMT+03:00),0.45,0
Fri May 23 2025 16:48:00 GMT+0300 (GMT+03:00),0.15,0
Fri May 23 2025 16:49:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 16:50:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 16:51:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 16:52:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 16:53:00 GMT+0300 (GMT+03:00),0.11666666666666667,0
Fri May 23 2025 16:54:00 GMT+0300 (GMT+03:00),0.3333333333333333,0
Fri May 23 2025 16:55:00 GMT+0300 (GMT+03:00),0.2833333333333333,0
Fri May 23 2025 16:56:00 GMT+0300 (GMT+03:00),0.3333333333333333,0
Fri May 23 2025 16:57:00 GMT+0300 (GMT+03:00),0.3,0
Fri May 23 2025 16:58:00 GMT+0300 (GMT+03:00),2.566666666666667,1.9333333333333333
Fri May 23 2025 16:59:00 GMT+0300 (GMT+03:00),6,4.283333333333333
Fri May 23 2025 17:00:00 GMT+0300 (GMT+03:00),5.266666666666667,3.7
Fri May 23 2025 17:01:00 GMT+0300 (GMT+03:00),0.7833333333333333,0.21666666666666667
Fri May 23 2025 17:02:00 GMT+0300 (GMT+03:00),0.3,0
Fri May 23 2025 17:03:00 GMT+0300 (GMT+03:00),2.8666666666666667,0.13333333333333333
Fri May 23 2025 17:04:00 GMT+0300 (GMT+03:00),9.766666666666667,0.31666666666666665
Fri May 23 2025 17:05:00 GMT+0300 (GMT+03:00),9.383333333333333,0.38333333333333336
Fri May 23 2025 17:06:00 GMT+0300 (GMT+03:00),1.8,0.03333333333333333
Fri May 23 2025 17:07:00 GMT+0300 (GMT+03:00),0.38333333333333336,0
Fri May 23 2025 17:08:00 GMT+0300 (GMT+03:00),1.4833333333333334,0.016666666666666666
Fri May 23 2025 17:09:00 GMT+0300 (GMT+03:00),9.45,0.31666666666666665
Fri May 23 2025 17:10:00 GMT+0300 (GMT+03:00),9.766666666666667,0.35
Fri May 23 2025 17:11:00 GMT+0300 (GMT+03:00),3.1166666666666667,0.06666666666666667
Fri May 23 2025 17:12:00 GMT+0300 (GMT+03:00),0.4166666666666667,0
Fri May 23 2025 17:13:00 GMT+0300 (GMT+03:00),0.5833333333333334,0.016666666666666666
Fri May 23 2025 17:14:00 GMT+0300 (GMT+03:00),8.483333333333333,0.38333333333333336
Fri May 23 2025 17:15:00 GMT+0300 (GMT+03:00),9.95,0.31666666666666665
Fri May 23 2025 17:16:00 GMT+0300 (GMT+03:00),4.766666666666667,0.11666666666666667
Fri May 23 2025 17:17:00 GMT+0300 (GMT+03:00),0.6,0
Fri May 23 2025 17:18:00 GMT+0300 (GMT+03:00),0.4166666666666667,0
Fri May 23 2025 17:19:00 GMT+0300 (GMT+03:00),7.05,0.3
Fri May 23 2025 17:20:00 GMT+0300 (GMT+03:00),10.033333333333333,0.18333333333333332
Fri May 23 2025 17:21:00 GMT+0300 (GMT+03:00),6.15,0.08333333333333333
Fri May 23 2025 17:22:00 GMT+0300 (GMT+03:00),0.6666666666666666,0
Fri May 23 2025 17:23:00 GMT+0300 (GMT+03:00),0.5,0
Fri May 23 2025 17:24:00 GMT+0300 (GMT+03:00),5.633333333333334,0.13333333333333333
Fri May 23 2025 17:25:00 GMT+0300 (GMT+03:00),9.866666666666667,0.23333333333333334
Fri May 23 2025 17:26:00 GMT+0300 (GMT+03:00),7.483333333333333,0.15
Fri May 23 2025 17:27:00 GMT+0300 (GMT+03:00),0.9166666666666666,0
Fri May 23 2025 17:28:00 GMT+0300 (GMT+03:00),0.25,0
Fri May 23 2025 17:29:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 17:30:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 17:31:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 17:32:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 17:33:00 GMT+0300 (GMT+03:00),0.1,0
Fri May 23 2025 17:34:00 GMT+0300 (GMT+03:00),0.31666666666666665,0
Fri May 23 2025 17:35:00 GMT+0300 (GMT+03:00),0.31666666666666665,0
Fri May 23 2025 17:36:00 GMT+0300 (GMT+03:00),0.31666666666666665,0
Fri May 23 2025 17:37:00 GMT+0300 (GMT+03:00),0.31666666666666665,0
